10.78,12.51,12.83,8.914,9.491,12.69,7.146,9.475,12.03,10.85,9.72,8.244,9.897,10.49,11.91,10.08
1.532,1.726,1.759,1.324,1.386,1.746,1.127,1.386,1.662,1.539,1.41,1.249,1.433,1.499,1.652,1.453
1.054,1.134,1.29,1.492,1.445,1.443,1.472,1.588,1,1.207,1.813,1.324,1.566,1.783,1.017,1.184
8.168,9.575,5.891,3.944,6.304,4.537,5.772,6.835,13.49,5.759,6.179,3.99,5.965,4.676,10.57,4.623
0.0866,0.05789,0.08282,0.06095,0.06823,0.06173,0.0711,0.05631,0.08674,0.06599,0.08446,0.06982,0.08281,0.09794,0.08104,0.05782
-1.125,0.1506,-1.401,-0.7602,-1.063,-0.9089,-0.9071,-0.09021,-0.9193,-0.8559,-1.228,-1.087,-1.302,-1.256,-1.052,-0.726
13.69,5.479,13.43,6.968,11.94,8.802,9.644,5.143,15.15,9.188,12,9.772,12.7,11.46,14.07,7.857
